title,tyear,duration,score
The Perez Family ,1995,113,6.2
Inside Llewyn Davis ,2013,104,7.4
O ,2001,95,6.2
Return to the Blue Lagoon ,1991,102,5.1
The Molly Maguires ,1970,124,6.9
Romance & Cigarettes ,2005,105,6.3
Copying Beethoven ,2006,104,6.8
Poltergeist ,1982,120,7.4
Brighton Rock ,2010,111,5.7
Saw V ,2008,95,5.8
Machine Gun McCain ,1969,96,6.2
LOL ,2012,97,4.3
Jindabyne ,2006,118,6.4
Kabhi Alvida Naa Kehna ,2006,193,6
An Ideal Husband ,1999,97,6.9
The Last Days on Mars ,2013,98,5.5
Darkness ,2002,103,5.4
2001: A Space Odyssey,1968,161,8.3
E.T. the Extra-Terrestrial ,1982,120,7.9
In the Land of Women ,2007,97,6.5
The Blue Butterfly ,2004,97,6.3
There Goes My Baby ,1994,99,6.4
Lovesick             ,,24,7.9
Housefull ,2010,144,5.3
September Dawn ,2007,111,5.8
For Greater Glory: The True Story of Cristiada ,2012,145,6.6
La Famille Bélier ,2014,106,7.4
Good Will Hunting ,1997,126,8.3
Misconduct ,2016,106,5.3
Saw III ,2006,121,6.2
Stripes ,1981,117,6.9
Bring It On ,2000,98,5.9
The Purge: Election Year ,2016,109,6.1
She's All That ,1999,95,5.8
Precious ,2009,109,7.3
Saw IV ,2007,96,5.9
White Noise ,2005,101,5.5
Madea's Family Reunion ,2006,107,5
The Color of Money ,1986,119,7
The Longest Day ,1962,178,7.8
The Mighty Ducks ,1992,100,6.4
The Grudge ,2004,98,5.9
Happy Gilmore ,1996,92,7
Jeepers Creepers ,2001,90,6.1
Bill & Ted's Excellent Adventure ,1989,90,6.9
Oliver! ,1968,153,7.5
The Best Exotic Marigold Hotel ,2011,124,7.3
Recess: School's Out ,2001,82,6.5
Mad Max Beyond Thunderdome ,1985,107,6.2
Commando ,1985,75,6.7
The Boy ,2016,97,6
Devil ,2010,80,6.3
Friday After Next ,2002,85,5.8
Insidious: Chapter 3,2015,97,6.1
The Last Dragon ,1985,109,6.9
Snatch ,2000,104,8.3
The Lawnmower Man ,1992,140,5.4
Nick and Norah's Infinite Playlist ,2008,90,6.7
Dogma ,1999,130,7.4
The Banger Sisters ,2002,98,5.6
Twilight Zone: The Movie ,1983,101,6.5
Road House ,1989,114,6.5
A Low Down Dirty Shame ,1994,100,5.8
Swimfan ,2002,85,5
Employee of the Month ,2006,103,5.5
Can't Hardly Wait ,1998,100,6.5
The Outsiders ,1983,114,7.2
Pete's Dragon ,2016,102,7.3
The Dead Zone ,1983,103,7.2
Sinister 2,2015,97,5.2
Sparkle ,2012,116,5.7
Valentine ,2001,96,4.7
The Fourth Kind ,2009,98,5.9
A Prairie Home Companion ,2006,105,6.8
Sugar Hill ,1993,123,5.9
Invasion U.S.A. ,1985,107,5.3
Roll Bounce ,2005,112,6
Rushmore ,1998,93,7.7
Skyline ,2010,97,4.4
The Second Best Exotic Marigold Hotel ,2015,122,6.6
Kit Kittredge: An American Girl ,2008,101,6.7
The Perfect Man ,2005,100,5.5
Mo' Better Blues ,1990,129,6.5
Kung Pow: Enter the Fist ,2002,81,6.2
Tremors ,1990,96,7.1
Wrong Turn ,2003,84,6.1
The Long Riders ,1980,100,7.1
The Corruptor ,1999,110,6
Mud ,2012,130,7.4
Reno 911!: Miami,2007,84,5.9
One Direction: This Is Us ,2013,106,4.1
"The Goods: Live Hard, Sell Hard ",2009,89,5.8
Hey Arnold! The Movie ,2002,76,5.9
My Week with Marilyn ,2011,99,7
The Matador ,2005,96,6.8
Love Jones ,1997,104,7.4
The Gift ,2015,108,7.1
End of the Spear ,2005,108,7
Get Over It ,2001,87,5.8
Office Space ,1999,89,7.8
Drop Dead Gorgeous ,1999,97,6.5
Big Eyes ,2014,106,7
Very Bad Things ,1998,100,6.3
Sleepover ,2004,89,5.3
Body Double ,1984,114,6.8
MacGruber ,2010,95,5.5
Dirty Pretty Things ,2002,97,7.4
Movie 43,2013,94,4.3
The Tourist ,2010,103,6
Over Her Dead Body ,2008,95,5.2
Seeking a Friend for the End of the World ,2012,101,6.7
Cedar Rapids ,2011,87,6.3
Bones             ,,40,7.9
American History X ,1998,101,8.6
The Collection ,2012,82,6.1
Teacher's Pet ,2004,74,5.8
The Red Violin ,1998,130,7.7
The Straight Story ,1999,112,8
Deuces Wild ,2002,96,5.6
Bad Words ,2013,89,6.7
"Run, Fatboy, Run ",2007,100,6.6
Heartbeeps ,1981,78,4.2
Black or White ,2014,121,6.6
On the Line ,2001,85,4.1
Rescue Dawn ,2006,120,7.3
Danny Collins ,2015,106,7.1
"Jeff, Who Lives at Home ",2011,83,6.5
I Am Love ,2009,120,7
Atlas Shrugged II: The Strike ,2012,111,5.5
Romeo Is Bleeding ,1993,100,6.6
The Limey ,1999,89,7.1
Crash ,2004,115,7.9
The House of Mirth ,2000,135,7.1
Malone ,1987,92,5.6
Peaceful Warrior ,2006,120,7.3
Bucky Larson: Born to Be a Star ,2011,97,3.3
Bamboozled ,2000,135,6.5
The Forest ,2016,93,4.8
Sphinx ,1981,118,5.2
While We're Young ,2014,97,6.3
A Better Life ,2011,98,7.2
Spider ,2002,98,6.8
Gun Shy ,2000,101,5.7
Nicholas Nickleby ,2002,132,7.2
The Iceman ,2012,106,6.9
Dekalog             ,,55,9.1
Krrish ,2006,168,6.3
Cecil B. DeMented ,2000,87,6.2
Killer Joe ,2011,98,6.7
The Joneses ,2009,96,6.5
Owning Mahowny ,2003,104,7.2
The Brothers Solomon ,2007,93,5.3
My Blueberry Nights ,2007,95,6.7
Illuminata ,1998,119,6.2
Swept Away ,2002,89,3.6
"War, Inc. ",2008,107,5.7
Shaolin Soccer ,2001,85,7.3
The Brown Bunny ,2003,93,5
The Swindle ,1997,101,6.6
Rosewater ,2014,103,6.6
The Chambermaid on the Titanic ,1997,101,6.8
Coriolanus ,2011,123,6.2
Imaginary Heroes ,2004,111,7.3
High Heels and Low Lifes ,2001,86,6.2
World's Greatest Dad ,2009,99,6.9
Severance ,2006,90,6.6
Edmond ,2005,82,6.3
Welcome to the Rileys ,2010,110,7
Police Academy: Mission to Moscow ,1994,83,3.3
Blood Done Sign My Name ,2010,128,6.7
"Cinco de Mayo, La Batalla ",2013,125,6.2
Elsa & Fred ,2014,97,6.5
An Alan Smithee Film: Burn Hollywood Burn ,1997,86,3.5
The Open Road ,2009,91,5.5
The Good Guy ,2009,90,5.9
Motherhood ,2009,90,4.7
Free Style ,2008,94,4.2
Strangerland ,2015,112,5.2
The Janky Promoters ,2009,85,5.2
Blonde Ambition ,2007,93,3.9
The Oxford Murders ,2008,104,6.1
The Reef ,2010,94,5.8
Eulogy ,2004,85,6.7
White Noise 2: The Light,2007,99,5.7
You Got Served: Beat the World ,2011,91,4.5
Fifty Dead Men Walking ,2008,117,6.9
Jungle Shuffle ,2014,85,4.8
Adam Resurrected ,2008,106,6.3
Of Horses and Men ,2013,81,6.9
It's a Wonderful Afterlife ,2010,100,5.4
The Devil's Tomb ,2009,90,3.8
Partition ,2007,116,7
Good Intentions ,2010,84,5.2
"The Good, the Bad, the Weird ",2008,135,7.3
Nurse 3D,2013,84,4.6
Gunless ,2010,89,6.5
Adventureland ,2009,107,6.8
The Lost City ,2005,144,6.7
Next Friday ,2000,98,6.1
American Heist ,2014,94,5.2
You Only Live Twice ,1967,117,6.9
Plastic ,2014,102,6
Amour ,2012,127,7.9
Poltergeist III ,1988,98,4.5
Re-Kill ,2015,88,5.1
"It's a Mad, Mad, Mad, Mad World ",1963,197,7.6
Volver ,2006,121,7.6
Heavy Metal ,1981,90,6.7
Gentlemen Broncos ,2009,89,6.1
Richard III ,1995,104,7.5
Into the Grizzly Maze ,2015,94,5.3
Kites ,2010,90,6
Melancholia ,2011,130,7.1
Red Dog ,2011,92,7.5
Jab Tak Hai Jaan ,2012,176,6.9
Alien ,1979,116,8.5
The Texas Chain Saw Massacre ,1974,88,7.5
The Runaways ,2010,106,6.6
Fiddler on the Roof ,1971,181,8
Thunderball ,1965,130,7
Detention ,2011,93,5.8
Loose Cannons ,2010,110,7.3
Set It Off ,1996,123,6.8
The Best Man ,1999,120,6.7
Child's Play ,1988,87,6.5
Sicko ,2007,123,8
The Purge: Anarchy ,2014,103,6.5
Down to You ,2000,91,4.9
Harold & Kumar Go to White Castle ,2004,88,7.1
The Contender ,2000,126,7
Boiler Room ,2000,120,7
Trading Places ,1983,116,7.5
Black Christmas ,2006,94,4.5
Breakin' All the Rules ,2004,85,5.5
Henry V ,1989,137,7.7
The Savages ,2007,114,7.2
Chasing Papi ,2003,76,4.8
The Way of the Gun ,2000,119,6.7
Igby Goes Down ,2002,99,7
PCU ,1994,79,6.5
The Ultimate Gift ,2006,114,7.4
The Bold and the Beautiful             ,,30,3.5
The Ice Pirates ,1984,91,5.7
Gracie ,2007,95,6.2
Trust the Man ,2005,103,5.7
Hamlet 2,2008,92,6.4
Velvet Goldmine ,1998,124,7
The Wailing ,2016,156,7.7
Glee: The 3D Concert Movie,2011,84,5.4
The Legend of Suriyothai ,2001,300,6.6
Two Evil Eyes ,1990,120,6.1
Barbecue ,2014,98,6.1
All or Nothing ,2002,121,7.6
Princess Kaiulani ,2009,97,6.2
Opal Dream ,2006,86,6.6
Heist ,2015,93,6.1
Flame and Citron ,2008,45,7.3
Undiscovered ,2005,97,4.2
Red Riding: In the Year of Our Lord 1974,2009,102,7.1
The Girl on the Train ,2009,105,6
Veronika Decides to Die ,2009,103,6.5
Crocodile Dundee ,1986,93,6.5
"Ultramarines: A Warhammer 40,000 Movie",2010,76,5.7
The I Inside ,2004,90,6.1
Beneath Hill 60,2010,122,7.1
Polisse ,2011,127,7.3
Awake ,2007,84,6.5
Star Wars: The Clone Wars             ,,23,7.9
Skin Trade ,2014,96,5.7
The Lost Boys ,1987,97,7.2
Crazy Heart ,2009,112,7.3
The Rose ,1979,125,6.9
Baggage Claim ,2013,96,5
Barbarella ,1968,98,5.9
Shipwrecked ,1990,92,6.7
Election ,1999,103,7.3
The Namesake ,2006,122,7.6
The DUFF ,2015,101,6.5
Glitter ,2001,104,2.1
The Haunting in Connecticut 2: Ghosts of Georgia,2013,101,5.3
Silmido ,2003,135,7.2
Bright Star ,2009,119,7
My Name Is Khan ,2010,128,8
Footloose ,1984,107,6.5
All Is Lost ,2013,106,6.9
Limbo ,1999,126,7.1
Namastey London ,2007,128,7.3
The Wind That Shakes the Barley ,2006,127,7.5
Yeh Jawaani Hai Deewani ,2013,160,6.9
The Karate Kid ,1984,126,7.2
Quo Vadis ,1951,171,7.2
Repo! The Genetic Opera ,2008,150,6.7
Valley of the Wolves: Iraq ,2006,122,6
Pulp Fiction ,1994,178,8.9
The Muppet Movie ,1979,95,7.7
Nightcrawler ,2014,117,7.9
Club Dread ,2004,119,5.6
The Sound of Music ,1965,174,8
Splash ,1984,111,6.2
Little Miss Sunshine ,2006,101,7.9
Stand by Me ,1986,89,8.1
28 Days Later...,2002,113,7.6
You Got Served ,2004,95,3.5
Escape from Alcatraz ,1979,112,7.6
Brown Sugar ,2002,109,6.5
A Thin Line Between Love and Hate ,1996,108,5.6
50/50,2011,100,7.7
Shutter ,2008,90,5.2
Creepshow ,1982,130,6.9
That Awkward Moment ,2014,94,6.1
Modern Problems ,1981,93,5
Kicks ,2016,80,7.8
Much Ado About Nothing ,1993,111,7.4
On Her Majesty's Secret Service ,1969,142,6.8
The Player             ,,60,7.1
New Nightmare ,1994,107,6.4
Drive Me Crazy ,1999,91,5.7
Akeelah and the Bee ,2006,112,7.5
Half Baked ,1998,82,6.7
New in Town ,2009,97,5.6
Syriana ,2005,128,7
American Psycho ,2000,102,7.6
The Good Girl ,2002,93,6.5
Bon Cop Bad Cop ,2006,116,7
The Boondock Saints II: All Saints Day ,2009,138,6.3
The City of Your Final Destination ,2009,117,6.4
Enough Said ,2013,93,7.1
Easy A ,2010,92,7.1
The Inkwell ,1994,110,6.5
Shadow of the Vampire ,2000,92,6.9
Prom ,2011,104,5.4
The Pallbearer ,1996,98,4.9
Held Up ,1999,89,5.1
Woman on Top ,2000,92,5.3
Howards End ,1992,140,7.5
Preacher             ,,60,8.3
Anomalisa ,2015,90,7.3
Another Year ,2010,129,7.3
8 Women,2002,111,7.1
Showdown in Little Tokyo ,1991,79,6
Clay Pigeons ,1998,104,6.6
It's Kind of a Funny Story ,2010,101,7.2
Made in Dagenham ,2010,113,7.2
When Did You Last See Your Father? ,2007,92,6.9
Prefontaine ,1997,106,6.8
The Wicked Lady ,1983,98,4
The Secret of Kells ,2009,75,7.7
Begin Again ,2013,104,7.4
Down in the Valley ,2005,108,6.5
Brooklyn Rules ,2007,99,6.4
Restless ,2012,180,7.2
The Singing Detective ,2003,109,5.6
The Land Girls ,1998,111,6.3
Fido ,2006,93,6.8
The Wendell Baker Story ,2005,99,5.5
Wild Target ,2010,98,6.9
Pathology ,2008,95,6
Wuthering Heights             ,,142,7.7
10th & Wolf,2006,107,6.4
Dear Wendy ,2004,102,6.6
Aloft ,2014,97,5.3
Akira ,1988,124,8.1
The Death and Life of Bobby Z ,2007,97,5.9
The Rocket: The Legend of Rocket Richard ,2005,124,7.7
Swelter ,2014,96,4.6
My Lucky Star ,2013,114,5.1
Imagine Me & You ,2005,90,6.9
Mr. Church ,2016,104,8
Swimming Pool ,2003,102,6.8
Green Street 3: Never Back Down,2013,93,5.4
The Blood of Heroes ,1989,90,6.5
Code of Honor ,2016,106,4.2
Driving Miss Daisy ,1989,99,7.4
Soul Food ,1997,115,6.9
Rumble in the Bronx ,1995,89,6.7
Far from Men ,2014,101,7.3
Thank You for Smoking ,2005,92,7.6
Hostel: Part II ,2007,94,5.4
An Education ,2009,100,7.3
Shopgirl ,2005,106,6.4
The Hotel New Hampshire ,1984,109,6
Narc ,2002,105,7.2
Men with Brooms ,2002,102,6
Witless Protection ,2008,97,3.1
The Work and the Glory ,2004,118,6.9
Extract ,2009,92,6.2
Masked and Anonymous ,2003,112,5.5
Alias Betty ,2001,103,6.9
Code 46,2003,93,6.3
Outside Bet ,2012,101,4.8
Crash ,2004,115,7.9
Albert Nobbs ,2011,113,6.7
Black November ,2012,95,5.6
Ta Ra Rum Pum ,2007,153,5.4
Persepolis ,2007,89,8
The Hole ,2009,92,5.7
The Wave ,2008,107,7.6
The Neon Demon ,2016,118,7
Harry Brown ,2009,97,7.2
Spider-Man 3,2007,156,6.2
The Omega Code ,1999,100,3.5
Juno ,2007,96,7.5
Pound of Flesh ,2015,104,5.1
Diamonds Are Forever ,1971,120,6.7
The Godfather ,1972,175,9.2
Flashdance ,1983,95,6.1
500 Days of Summer,2009,95,7.7
The Piano ,1993,121,7.6
Magic Mike ,2012,110,6.1
Darkness Falls ,2003,96,4.9
Live and Let Die ,1973,121,6.8
My Dog Skip ,2000,95,7
"Definitely, Maybe ",2008,112,7.2
Jumping the Broom ,2011,112,5.7
The Great Gatsby ,2013,143,7.3
"Good Night, and Good Luck. ",2005,93,7.5
Capote ,2005,110,7.4
Desperado ,1995,104,7.2
The Claim ,2000,115,6.5
Fargo             ,,53,9
Logan's Run ,1976,119,6.8
The Man with the Golden Gun ,1974,125,6.8
Action Jackson ,1988,96,5.2
The Descent ,2005,100,7.2
Michael Jordan to the Max ,2000,46,7.5
Devil's Due ,2014,89,4
Flirting with Disaster ,1996,92,6.8
The Devil's Rejects ,2005,109,6.9
Buffy the Vampire Slayer             ,,44,8.2
Dope ,2015,103,7.3
In Too Deep ,1999,95,6.1
Skyfall ,2012,143,7.8
House of 1000 Corpses,2003,105,6
Alien Zone ,1978,79,4.1
A Serious Man ,2009,106,7
Get Low ,2009,100,7.1
Warlock ,1989,103,6.2
Beyond the Lights ,2014,116,6.9
A Single Man ,2009,99,7.6
The Last Temptation of Christ ,1988,164,7.6
Outside Providence ,1999,96,6.4
Bride & Prejudice ,2004,122,6.2
Rabbit-Proof Fence ,2002,94,7.5
Who's Your Caddy? ,2007,93,2
Split Second ,1992,96,6.2
Nikita             ,,60,7.7
The Other Side of Heaven ,2001,113,6.5
Dark Angel             ,,60,7.4
Veer-Zaara ,2004,192,7.9
Redbelt ,2008,99,6.8
Cyrus ,2010,91,6.3
A Dog of Flanders ,1999,100,6.3
Auto Focus ,2002,105,6.6
Factory Girl ,2006,99,6.4
We Need to Talk About Kevin ,2011,112,7.5
The Christmas Candle ,2013,100,5.8
The Mighty Macs ,2009,99,6.5
Losin' It ,1983,100,4.8
Mother and Child ,2009,125,7.2
March or Die ,1977,107,6.3
Les visiteurs ,1993,107,7
Somewhere ,2010,97,6.3
I Hope They Serve Beer in Hell ,2009,105,5.3
Chairman of the Board ,1998,95,2.3
Hesher ,2010,106,7.1
Dom Hemingway ,2013,93,6.2
Gerry ,2002,103,6.2
The Heart of Me ,2002,96,6.7
Freeheld ,2015,103,6.5
The Extra Man ,2010,108,5.9
Hard to Be a God ,2013,177,6.7
Ca$h ,2010,118,6
Wah-Wah ,2005,97,6.9
The Boondock Saints ,1999,102,7.9
Z Storm ,2014,92,5.3
Twixt ,2011,88,4.8
Snow Queen ,2012,80,5.3
Alpha and Omega 4: The Legend of the Saw Toothed Cave,2014,45,6
Pale Rider ,1985,115,7.3
Stargate: The Ark of Truth ,2008,97,7.4
Dazed and Confused ,1993,102,7.7
High School Musical 2,2007,111,4.8
Two Lovers and a Bear ,2016,96,7.2
Criminal Activities ,2015,94,5.8
Aimee & Jaguar ,1999,125,7.3
The Chumscrubber ,2005,108,7
Shade ,2003,101,6.4
House at the End of the Street ,2012,101,5.6
Incendies ,2010,139,8.2
"Remember Me, My Love ",2003,125,6.5
Perrier's Bounty ,2009,88,6.4
Elite Squad ,2007,115,8.1
Annabelle ,2014,99,5.4
Bran Nue Dae ,2009,88,6.3
Boyz n the Hood ,1991,112,7.8
La Bamba ,1987,108,6.8
The Four Seasons ,1981,107,7.2
Dressed to Kill ,1980,104,7.1
The Adventures of Huck Finn ,1993,108,6.2
Go ,1999,102,7.3
Friends with Money ,2006,88,5.9
The Andromeda Strain ,1971,115,7.2
Bats ,1999,91,3.6
Nowhere in Africa ,2001,141,7.7
Shame ,2011,101,7.3
Layer Cake ,2004,105,7.4
The Work and the Glory II: American Zion ,2005,100,6.6
The East ,2013,116,6.9
A Home at the End of the World ,2004,97,6.8
Aberdeen ,2000,106,7.3
The Messenger ,2009,105,7.2
Tracker ,2010,102,6.5
Control ,2007,122,7.7
The Terminator ,1984,107,8.1
Good Bye Lenin! ,2003,121,7.7
The Damned United ,2009,98,7.6
The Return of the Living Dead ,1985,108,7.3
Gomorrah             ,,55,8.7
Mallrats ,1995,123,7.2
Grease ,1978,110,7.2
Platoon ,1986,120,8.1
Fahrenheit 9/11,2004,122,7.5
Butch Cassidy and the Sundance Kid ,1969,110,8.1
Mary Poppins ,1964,139,7.8
Ordinary People ,1980,124,7.8
Around the World in 80 Days,2004,120,5.8
West Side Story ,1961,152,7.6
Caddyshack ,1980,98,7.4
The Brothers ,2001,106,6.3
The Wood ,1999,106,6.9
The Usual Suspects ,1995,106,8.6
A Nightmare on Elm Street 5: The Dream Child,1989,89,5.1
Van Wilder: Party Liaison ,2002,94,6.4
The Wrestler ,2008,109,7.9
Duel in the Sun ,1946,144,6.9
Best in Show ,2000,90,7.5
Escape from New York ,1981,106,7.2
School Daze ,1988,121,5.8
Daddy Day Camp ,2007,89,2.9
Mr. Nice Guy ,1997,86,6.2
A Mighty Wind ,2003,91,7.3
Mystic Pizza ,1988,104,6.2
War & Peace             ,,,8.2
Sliding Doors ,1998,99,6.8
Tales from the Hood ,1995,98,6.1
The Last King of Scotland ,2006,121,7.7
Halloween 5,1989,96,5.2
Bernie ,2011,99,6.8
Dolphins and Whales 3D: Tribes of the Ocean,2008,42,6.5
Pollock ,2000,122,7
200 Cigarettes,1999,101,5.9
The Words ,2012,102,7.1
Casa de mi Padre ,2012,84,5.5
City Island ,2009,104,7.4
The Guard ,2011,96,7.3
College ,2008,94,4.6
The Virgin Suicides ,1999,90,7.2
Little Voice ,1998,97,7
Miss March ,2009,90,5.1
Wish I Was Here ,2014,106,6.7
Simply Irresistible ,1999,96,5.3
Veronica Mars             ,,44,8.4
Hedwig and the Angry Inch ,2001,95,7.8
Only the Strong ,1993,99,6.7
Goddess of Love ,2015,93,5.4
Shattered Glass ,2003,99,7.2
Novocaine ,2001,95,5.8
The Business of Strangers ,2001,84,6.4
The Wild Bunch ,1969,144,8
The Wackness ,2008,99,7
The Great Train Robbery ,1979,110,7
Morvern Callar ,2002,97,6.7
Beastmaster 2: Through the Portal of Time,1991,107,3.8
The 5th Quarter,2010,90,5.7
The Flower of Evil ,2003,104,6.6
The Greatest ,2009,96,6.7
Snow Flower and the Secret Fan ,2011,104,6.1
Come Early Morning ,2006,97,6.2
Lucky Break ,2001,107,6.2
Julia ,1977,117,7.4
"Surfer, Dude ",2008,85,4.7
Lake of Fire ,2006,152,8.3
11:14,2003,85,7.2
Men of War ,1994,76,5.8
Don McKay ,2009,87,5.9
Deadfall ,2012,95,6.3
A Shine of Rainbows ,2009,101,7.2
The Hit List ,2011,90,5.4
Emma             ,,240,8.2
Videodrome ,1983,89,7.3
L'auberge espagnole ,2002,111,7.3
Song One ,2014,86,5.8
Murder by Numbers ,2002,115,6.1
Winter in Wartime ,2008,103,7.1
Freaky Deaky ,2012,90,6.5
The Train ,1964,133,7.9
Trade of Innocents ,2012,88,5.4
The Protector ,2005,111,7.1
Stiff Upper Lips ,1998,94,6.4
The Inbetweeners             ,,25,8.4
Bend It Like Beckham ,2002,112,6.7
Sunshine State ,2002,141,6.9
Crossover ,2006,95,2.1
Khiladi 786,2012,141,4.3
[Rec] 2,2009,85,6.6
Standing Ovation ,2010,105,3.4
The Sting ,1973,129,8.3
Chariots of Fire ,1981,125,7.2
Diary of a Mad Black Woman ,2005,116,5.6
Shine ,1996,105,7.7
Don Jon ,2013,90,6.6
High Plains Drifter ,1973,105,7.6
Ghost World ,2001,111,7.4
Iris ,2001,91,7.1
Galaxina ,1980,95,3.4
The Chorus ,2004,97,7.9
Mambo Italiano ,2003,92,6.7
Wonderland ,2003,104,6.6
Do the Right Thing ,1989,120,7.9
Harvard Man ,2001,99,4.9
Le Havre ,2011,93,7.2
Irreversible ,2002,99,7.4
R100,2013,99,6.1
Rang De Basanti ,2006,157,8.4
Animals ,2014,90,6.2
Salvation Boulevard ,2011,96,5.3
The Ten ,2007,96,5
A Room for Romeo Brass ,1999,90,7.7
Headhunters ,2011,100,7.6
Grabbers ,2012,94,6.3
Saint Ralph ,2004,98,7.6
Miss Julie ,2014,129,5.6
Somewhere in Time ,1980,103,7.3
Dum Maaro Dum ,2011,128,6.2
Insidious: Chapter 2,2013,106,6.6
Saw II ,2005,95,6.6
10 Cloverfield Lane,2016,104,7.3
Jackass: The Movie ,2002,87,6.6
Lights Out ,2016,81,6.9
Paranormal Activity 3,2011,94,5.8
Ouija ,2014,89,4.4
A Nightmare on Elm Street 3: Dream Warriors,1987,88,6.6
The Gift ,2015,108,7.1
Instructions Not Included ,2013,115,7.6
Paranormal Activity 4,2012,96,4.6
The Robe ,1953,135,6.8
The Return of the Pink Panther ,1975,113,7.1
Freddy's Dead: The Final Nightmare ,1991,93,4.9
Monster ,2003,109,7.3
"20,000 Leagues Under the Sea",1954,127,7.2
Paranormal Activity: The Marked Ones ,2014,101,5
The Elephant Man ,1980,124,8.2
Dallas Buyers Club ,2013,117,8
The Lazarus Effect ,2015,83,5.2
Memento ,2000,113,8.5
Oculus ,2013,104,6.5
Clerks II ,2006,97,7.4
Billy Elliot ,2000,110,7.7
The Way Way Back ,2013,103,7.4
House Party 2,1991,94,5.1
The Man from Snowy River ,1982,102,7.3
Doug's 1st Movie,1999,77,5
The Apostle ,1997,134,7.2
Mommie Dearest ,1981,129,6.7
Our Idiot Brother ,2011,90,6.4
Race ,2016,134,7.1
The Players Club ,1998,104,5.6
O ,2001,95,6.2
"As Above, So Below ",2014,93,6.1
Addicted ,2014,106,5.2
Eve's Bayou ,1997,109,7.3
Still Alice ,2014,101,7.5
The Egyptian ,1954,139,6.6
Nighthawks ,1981,99,6.4
Friday the 13th Part VIII: Jason Takes Manhattan,1989,100,4.5
My Big Fat Greek Wedding ,2002,95,6.6
Spring Breakers ,2012,94,5.3
Halloween: The Curse of Michael Myers ,1995,93,4.9
Y Tu Mamá También ,2001,106,7.7
Shaun of the Dead ,2004,99,8
The Haunting of Molly Hartley ,2008,82,3.8
Lone Star ,1996,135,7.6
Halloween 4: The Return of Michael Myers,1988,88,5.9
April Fool's Day ,1986,89,6.2
Diner ,1982,110,7.2
Lone Wolf McQuade ,1983,107,6.3
Apollo 18,2011,86,5.2
Sunshine Cleaning ,2008,91,6.9
No Escape ,2015,103,6.8
The Beastmaster ,1982,90,6.2
Solomon and Sheba ,1959,141,6.2
Fifty Shades of Black ,2016,92,3.5
Not Easily Broken ,2009,99,6.1
A Farewell to Arms ,1932,79,6.6
The Perfect Match ,2016,96,4.5
Digimon: The Movie ,2000,82,5.9
Saved! ,2004,92,6.9
The Barbarian Invasions ,2003,112,7.7
Robin and Marian ,1976,106,6.6
The Forsaken ,2001,90,5.3
Force 10 from Navarone,1978,126,6.3
UHF ,1989,150,7
Grandma's Boy ,2006,90,7
Slums of Beverly Hills ,1998,91,6.6
Once Upon a Time in the West ,1968,145,8.6
Made ,2001,95,6.4
Moon ,2009,97,7.9
Keeping Up with the Steins ,2006,90,5.4
Sea Rex 3D: Journey to a Prehistoric World,2010,41,6.9
The Sweet Hereafter ,1997,112,7.7
Of Gods and Men ,2010,122,7.2
Bottle Shock ,2008,110,6.8
Jekyll and Hyde... Together Again ,1982,87,6.2
Heavenly Creatures ,1994,108,7.4
90 Minutes in Heaven,2015,121,4.6
Everything Must Go ,2010,97,6.4
Zero Effect ,1998,116,7
The Machinist ,2004,94,7.7
Light Sleeper ,1992,103,6.8
Kill the Messenger ,2014,112,7
Rabbit Hole ,2010,91,7
Party Monster ,2003,98,6.3
Green Room ,2015,95,7.1
The Oh in Ohio ,2006,88,5.6
Atlas Shrugged: Who Is John Galt? ,2014,99,4.4
Bottle Rocket ,1996,91,7.1
Albino Alligator ,1996,97,6.1
"Gandhi, My Father ",2007,136,7.4
Standard Operating Procedure ,2008,118,7.5
Out of the Blue ,1980,94,7.2
Tucker and Dale vs Evil ,2010,89,7.6
"Lovely, Still ",2008,90,7.3
Tycoon ,1947,95,6.2
Desert Blue ,1998,90,6.2
Decoys ,2004,95,4.6
The Visit ,2015,94,6.2
Redacted ,2007,90,6.2
Fascination ,2004,103,3.3
Saving Grace             ,,60,7.5
Area 51,2015,91,4.2
Sleep Tight ,2011,102,7.2
The Cottage ,2008,92,6.2
Dead Like Me: Life After Death ,2009,87,6.1
Farce of the Penguins ,2006,80,4.2
Flying By ,2009,90,4.5
Psych             ,,44,8.4
Rudderless ,2014,105,7.5
Henry & Me ,2014,67,6.7
Christmas Eve ,2015,95,5.1
We Have Your Husband ,2011,87,5.5
Dying of the Light ,2014,94,4.4
Born of War ,2014,109,4.4
Capricorn One ,1977,130,6.8
Should've Been Romeo ,2012,,6.7
Running Forever ,2015,88,8.6
Yoga Hosers ,2016,88,4.8
Navy Seals vs. Zombies ,2015,97,3.4
I Served the King of England ,2006,113,7.4
Soul Kitchen ,2009,99,7.3
Sling Blade ,1996,148,8
The Awakening ,2011,107,6.5
Hostel ,2005,93,5.9
Tristram Shandy: A Cock and Bull Story ,2005,94,6.8
Take Shelter ,2011,121,7.4
Lady in White ,1988,118,6.7
Driving Lessons ,2006,98,6.8
Let's Kill Ward's Wife ,2014,82,5.4
The Texas Chainsaw Massacre 2,1986,101,5.5
Pat Garrett & Billy the Kid ,1973,106,7.4
Only God Forgives ,2013,90,5.7
Camping sauvage ,2005,79,5.4
Without Men ,2011,87,3.2
Barfi ,2013,,7.1
